Unnamed: 0,State,Metropolitan.Nonmetropolitan,County,County.2,Violent.crime,Murder.and.nonnegligent.manslaughter,Rape,Robbery,Aggravated.assault,Property.crime,Burglary,Larceny..theft,Motor.vehicle.theft,Arson1,Percent..SEX.AND.AGE..Total.population,Percent..SEX.AND.AGE..Male,Percent..SEX.AND.AGE..Female,Percent..SEX.AND.AGE..Under.5.years,Percent..SEX.AND.AGE..5.to.9.years,Percent..SEX.AND.AGE..10.to.14.years,Percent..SEX.AND.AGE..15.to.19.years,Percent..SEX.AND.AGE..20.to.24.years,Percent..SEX.AND.AGE..25.to.34.years,Percent..SEX.AND.AGE..35.to.44.years,Percent..SEX.AND.AGE..45.to.54.years,Percent..SEX.AND.AGE..55.to.59.years,Percent..SEX.AND.AGE..60.to.64.years,Percent..SEX.AND.AGE..65.to.74.years,Percent..SEX.AND.AGE..75.to.84.years,Percent..SEX.AND.AGE..85.years.and.over,Percent..SEX.AND.AGE..Median.age..years.,Percent..SEX.AND.AGE..18.years.and.over,Percent..SEX.AND.AGE..21.years.and.over,Percent..SEX.AND.AGE..62.years.and.over,Percent..SEX.AND.AGE..65.years.and.over,Percent..SEX.AND.AGE..18.years.and.over.1,Percent..SEX.AND.AGE..Male.1,Percent..SEX.AND.AGE..Female.1,Percent..SEX.AND.AGE..65.years.and.over.1,Percent..SEX.AND.AGE..Male.2,Percent..SEX.AND.AGE..Female.2,Percent..RACE..Total.population,Percent..RACE..One.race,Percent..RACE..Two.or.more.races,Percent..RACE..One.race.1,Percent..RACE..One.race..White,Percent..RACE..One.race..Black.or.African.American,Percent..RACE..One.race..American.Indian.and.Alaska.Native,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Cherokee.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Chippewa.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Navajo.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Sioux.tribal.grouping,Percent..RACE..One.race..Asian,Percent..RACE..One.race..Asian..Asian.Indian,Percent..RACE..One.race..Asian..Chinese,Percent..RACE..One.race..Asian..Filipino,Percent..RACE..One.race..Asian..Japanese,Percent..RACE..One.race..Asian..Korean,Percent..RACE..One.race..Asian..Vietnamese,Percent..RACE..One.race..Asian..Other.Asian,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Native.Hawaiian,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Guamanian.or.Chamorro,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Samoan,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Other.Pacific.Islander,Percent..RACE..One.race..Some.other.race,Percent..RACE..Two.or.more.races.1,Percent..RACE..Two.or.more.races..White.and.Black.or.African.American,Percent..RACE..Two.or.more.races..White.and.American.Indian.and.Alaska.Native,Percent..RACE..Two.or.more.races..White.and.Asian,Percent..RACE..Two.or.more.races..Black.or.African.American.and.American.Indian.and.Alaska.Native,Percent..RACE..Race.alone.or.in.combination.with.one.or.more.other.races..Total.population,Percent..RACE..White,Percent..RACE..Black.or.African.American,Percent..RACE..American.Indian.and.Alaska.Native,Percent..RACE..Asian,Percent..RACE..Native.Hawaiian.and.Other.Pacific.Islander,Percent..RACE..Some.other.race,Percent..HISPANIC.OR.LATINO.AND.RACE..Total.population,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race.,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Mexican,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Puerto.Rican,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Cuban,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Other.Hispanic.or.Latino,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..White.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Black.or.African.American.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..American.Indian.and.Alaska.Native.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Asian.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Native.Hawaiian.and.Other.Pacific.Islander.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Some.other.race.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races..Two.races.including.Some.other.race,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races..Two.races.excluding.Some.other.race..and.Three.or.more.races,Percent..Total.housing.units,Median_Income_2023
703,KANSAS,Nonmetropolitan County,Scott,Scott County,0,0.0,0.0,0,0,1,0,0,1,0.0,11226.0,50.8,49.2,5.9,6.8,7.4,7.3,7.4,9.0,12.7,13.4,6.5,5.8,10.7,5.0,2.1,(X),74.8,71.9,21.3,17.8,8402.0,48.7,51.3,1993.0,45.3,54.7,11226.0,97.4,2.6,97.4,91.5,0.0,0.9,0.1,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.8,2.6,0.0,2.6,0.0,0.0,11226.0,94.1,0.0,3.5,4.2,0.0,0.8,11226.0,6.7,4.9,0.5,0.0,1.3,93.3,86.1,0.0,0.4,4.2,0.0,0.0,2.6,0.0,2.6,(X),46026.0
704,KANSAS,Nonmetropolitan County,Sheridan,Sheridan County,1,0.0,0.0,0,1,3,0,0,3,0.0,2578.0,51.1,48.9,6.4,5.7,7.3,6.2,4.3,8.1,10.4,17.1,6.6,6.1,9.6,7.5,4.7,(X),76.5,73.7,25.3,21.8,1971.0,50.3,49.7,561.0,43.1,56.9,2578.0,99.0,1.0,99.0,97.7,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.8,0.2,0.0,0.0,2578.0,98.7,1.4,0.5,0.0,0.0,0.3,2578.0,3.1,3.1,0.0,0.0,0.0,96.9,95.3,0.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,(X),65350.0
705,KANSAS,Nonmetropolitan County,Thomas,Thomas County,10,0.0,1.0,0,9,12,2,9,1,0.0,44451.0,47.4,52.6,6.7,7.2,7.0,7.1,5.7,11.2,13.2,15.1,6.9,5.2,8.0,5.0,1.8,(X),74.6,71.1,17.7,14.7,33179.0,46.2,53.8,6556.0,39.9,60.1,44451.0,99.3,0.7,99.3,59.8,37.2,0.1,0.0,0.0,0.0,0.0,0.8,0.1,0.4,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,1.2,0.7,0.1,0.6,0.0,0.0,44451.0,60.6,37.3,0.7,0.8,0.1,1.2,44451.0,2.8,1.2,0.4,0.0,1.1,97.2,58.5,37.1,0.0,0.8,0.0,0.1,0.7,0.0,0.7,(X),54989.0
706,KANSAS,Nonmetropolitan County,Washington,Washington County,8,0.0,0.0,1,7,12,0,9,3,0.0,17556.0,50.8,49.2,5.5,7.6,8.2,7.5,5.6,9.6,14.1,15.0,5.7,6.9,8.1,4.5,1.9,(X),74.1,69.6,18.0,14.4,13016.0,48.4,51.6,2532.0,45.3,54.7,17556.0,99.3,0.7,99.3,65.3,25.4,7.8,0.4,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.7,0.1,0.6,0.1,0.0,17556.0,66.1,25.6,8.4,0.4,0.3,0.0,17556.0,0.8,0.8,0.0,0.0,0.0,99.2,65.2,24.8,7.8,0.3,0.3,0.0,0.7,0.0,0.7,(X),57311.0
707,KANSAS,Nonmetropolitan County,Wilson,Wilson County,16,0.0,0.0,0,16,23,7,12,4,0.0,9598.0,49.5,50.5,6.7,5.7,7.1,6.1,6.0,9.9,10.9,15.2,6.9,6.0,9.5,6.5,3.5,(X),76.0,72.9,23.2,19.5,7291.0,48.8,51.2,1871.0,43.3,56.7,9598.0,97.4,2.6,97.4,96.4,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.2,2.3,0.0,0.1,9598.0,98.9,0.4,3.1,0.1,0.0,0.2,9598.0,2.1,1.9,0.0,0.0,0.2,97.9,94.6,0.0,0.6,0.0,0.0,0.0,2.6,0.0,2.6,(X),54164.0
708,KANSAS,Nonmetropolitan County,Woodson,Woodson County,8,0.0,0.0,0,8,16,9,6,1,0.0,3352.0,50.3,49.7,6.0,6.0,5.1,5.2,4.5,8.7,10.4,16.6,7.8,6.8,9.8,8.9,4.2,(X),80.1,77.5,26.7,22.9,2685.0,50.3,49.7,769.0,46,54,3352.0,98.0,2.0,98.0,97.3,0.0,0.4,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,1.6,0.4,0.0,3352.0,99.3,0.0,1.9,0.7,0.0,0.1,3352.0,2.4,2.3,0.0,0.0,0.0,97.6,95.2,0.0,0.2,0.3,0.0,0.0,2.0,0.0,2.0,(X),40327.0
709,KENTUCKY,Metropolitan County,Allen,Allen County,7,0.0,0.0,1,6,47,12,23,12,0.0,351332.0,48.8,51.2,7.5,7.7,7.3,7.4,6.6,13.3,13.4,14.3,6.3,4.6,5.9,4.1,1.7,(X),72.8,68.7,14.2,11.6,255870.0,48.1,51.9,40853.0,41.6,58.4,351332.0,97.5,2.5,97.5,80.4,11.7,0.3,0.1,0.0,0.0,0.0,2.5,0.6,0.3,0.3,0.1,0.2,0.2,0.9,0.1,0.0,0.0,0.0,0.0,2.6,2.5,1.1,0.4,0.3,0.1,351332.0,82.6,13.1,0.9,2.9,0.1,3.0,351332.0,6.2,4.7,0.4,0.1,1.0,93.8,77.4,11.6,0.2,2.5,0.0,0.1,2.0,0.0,2.0,(X),66194.0
710,KENTUCKY,Metropolitan County,Ballard,Ballard County,4,0.0,0.0,0,4,56,19,27,10,0.0,8225.0,49.4,50.6,5.5,5.9,7.1,6.3,4.8,10.9,14.2,14.9,7.9,5.7,9.0,5.7,2.1,(X),77.5,73.8,20.3,16.8,6376.0,48.9,51.1,1381.0,42.7,57.3,8225.0,98.6,1.4,98.6,95.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.5,0.6,0.0,0.0,8225.0,96.1,3.8,0.6,0.5,0.0,0.4,8225.0,1.1,1.1,0.0,0.0,0.0,98.9,94.3,3.0,0.0,0.5,0.0,0.0,1.1,0.0,1.1,(X),69716.0
711,KENTUCKY,Metropolitan County,Boone,Boone County,67,3.0,32.0,7,25,531,82,359,90,2.0,36710.0,48.7,51.3,6.4,6.6,6.6,6.5,5.6,11.3,12.6,14.0,6.6,6.5,9.6,5.5,2.3,(X),76.3,73.0,21.1,17.4,27999.0,48.0,52.0,6372.0,44.1,55.9,36710.0,98.3,1.7,98.3,96.5,0.2,0.7,0.1,0.0,0.0,0.0,0.5,0.0,0.1,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,1.7,0.1,1.0,0.0,0.0,36710.0,98.2,0.5,1.7,0.5,0.0,1.0,36710.0,1.8,1.5,0.1,0.0,0.2,98.2,95.4,0.2,0.7,0.5,0.0,0.0,1.4,0.1,1.3,(X),56154.0
712,KENTUCKY,Metropolitan County,Bourbon,Bourbon County,5,0.0,0.0,0,5,28,8,19,1,0.0,15097.0,49.5,50.5,7.0,6.6,7.5,7.7,6.0,11.7,10.0,13.6,6.5,5.7,8.1,6.2,3.4,(X),74.4,69.9,21.3,17.7,11229.0,48.7,51.3,2674.0,45,55,15097.0,97.1,2.9,97.1,93.2,2.7,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,2.9,0.4,1.2,0.0,0.0,15097.0,95.6,4.1,2.2,0.5,0.0,1.0,15097.0,2.1,1.4,0.1,0.0,0.6,97.9,92.2,2.7,0.5,0.5,0.0,0.0,2.0,0.0,2.0,(X),54428.0
713,KENTUCKY,Metropolitan County,Boyd,Boyd County,15,0.0,2.0,2,11,135,31,86,18,0.0,49330.0,49.7,50.3,5.9,5.8,5.8,6.6,5.0,12.4,13.6,15.3,6.8,6.3,9.0,5.9,1.6,(X),78.4,75.2,20.0,16.6,38661.0,49.3,50.7,8178.0,41.9,58.1,49330.0,98.5,1.5,98.5,94.3,3.2,0.1,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.5,0.8,0.6,0.1,0.0,49330.0,95.9,4.0,0.7,0.5,0.0,0.4,49330.0,0.8,0.4,0.1,0.1,0.1,99.2,93.9,3.1,0.1,0.4,0.0,0.1,1.5,0.0,1.5,(X),57112.0
714,KENTUCKY,Metropolitan County,Bracken,Bracken County,0,0.0,0.0,0,0,25,4,17,4,0.0,8479.0,49.7,50.3,6.7,6.3,8.1,6.7,6.0,11.3,14.1,15.7,7.9,3.9,7.6,4.6,1.1,(X),74.5,70.3,15.9,13.3,6314.0,49.3,50.7,1125.0,44.4,55.6,8479.0,99.8,0.2,99.8,99.3,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,8479.0,99.4,0.3,0.4,0.0,0.0,0.0,8479.0,1.1,1.1,0.0,0.0,0.0,98.9,98.1,0.3,0.2,0.0,0.0,0.0,0.2,0.0,0.2,(X),64458.0
715,KENTUCKY,Metropolitan County,Bullitt,Bullitt County,20,1.0,2.0,2,15,211,31,138,42,0.0,72515.0,49.6,50.4,6.3,7.0,7.7,7.4,5.4,12.5,15.8,15.7,6.3,5.7,6.7,2.7,0.9,(X),74.3,70.6,13.8,10.3,53885.0,49.0,51.0,7490.0,45.3,54.7,72515.0,99.1,0.9,99.1,96.6,0.6,0.3,0.2,0.0,0.0,0.0,0.5,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.3,0.4,0.1,0.0,72515.0,97.5,1.0,0.8,0.6,0.0,1.0,72515.0,1.4,0.7,0.2,0.0,0.5,98.6,96.2,0.6,0.3,0.5,0.0,0.1,0.8,0.0,0.8,(X),75402.0
716,KENTUCKY,Metropolitan County,Butler,Butler County,5,0.0,0.0,2,3,20,5,10,5,0.0,20895.0,46.9,53.1,6.4,6.9,6.6,6.6,6.3,11.7,11.7,14.6,7.1,5.6,8.4,6.1,1.9,(X),75.7,72.6,19.6,16.4,15808.0,45.3,54.7,3422.0,39.1,60.9,20895.0,98.9,1.1,98.9,55.0,42.9,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.3,0.5,0.0,0.0,20895.0,55.9,43.5,0.6,0.8,0.0,0.2,20895.0,0.3,0.1,0.0,0.0,0.2,99.7,54.7,42.9,0.1,0.8,0.0,0.0,1.1,0.2,0.9,(X),44729.0
717,KENTUCKY,Metropolitan County,Campbell,Campbell County,0,0.0,0.0,0,0,0,0,0,0,0.0,89016.0,49.0,51.0,6.1,6.0,6.9,7.8,7.5,13.2,13.4,15.2,6.6,4.6,6.7,4.5,1.6,(X),76.8,71.7,15.3,12.8,68390.0,48.1,51.9,11369.0,41.2,58.8,89016.0,98.4,1.6,98.4,94.9,2.3,0.1,0.0,0.0,0.0,0.0,0.7,0.2,0.2,0.1,0.0,0.2,0.0,0.1,0.2,0.0,0.0,0.0,0.2,0.2,1.6,0.5,0.4,0.2,0.0,89016.0,96.4,2.9,0.5,1.1,0.3,0.6,89016.0,1.6,0.8,0.3,0.0,0.5,98.4,93.7,2.3,0.1,0.7,0.2,0.1,1.4,0.2,1.2,(X),80573.0
718,KENTUCKY,Metropolitan County,Campbell County Police Department,Campbell County Police Department County,8,0.0,3.0,0,5,76,5,62,9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,KENTUCKY,Metropolitan County,Carlisle,Carlisle County,3,0.0,0.0,0,3,6,1,3,2,0.0,5126.0,48.4,51.6,5.8,5.5,6.1,7.5,4.9,10.9,12.1,15.2,5.0,7.6,9.7,7.0,2.8,(X),78.2,73.4,23.2,19.5,4008.0,48.0,52.0,998.0,41.1,58.9,5126.0,99.8,0.2,99.8,96.9,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,5126.0,97.1,0.7,2.0,0.0,0.4,0.0,5126.0,1.4,1.4,0.0,0.0,0.0,98.6,96.1,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,(X),58639.0
720,KENTUCKY,Metropolitan County,Carter,Carter County,3,0.0,0.0,0,3,33,6,15,12,0.0,27821.0,49.6,50.4,6.0,6.4,6.6,7.4,6.3,12.1,13.0,14.0,5.8,6.9,9.3,4.3,1.9,(X),76.6,72.4,18.9,15.5,21319.0,48.6,51.4,4300.0,45.5,54.5,27821.0,98.8,1.2,98.8,98.0,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,0.7,0.0,0.1,27821.0,98.9,1.1,0.8,0.2,0.0,0.2,27821.0,0.7,0.2,0.0,0.3,0.2,99.3,97.4,0.7,0.0,0.2,0.0,0.0,1.0,0.0,1.0,(X),50853.0
721,KENTUCKY,Metropolitan County,Christian,Christian County,13,0.0,1.0,3,9,129,40,72,17,0.0,34936.0,50.5,49.5,5.9,6.0,6.5,6.9,5.5,11.4,13.1,15.4,6.2,5.8,8.6,6.1,2.7,(X),77.2,73.8,20.4,17.3,26965.0,50.3,49.7,6058.0,42.1,57.9,34936.0,99.2,0.8,99.2,96.3,1.6,0.2,0.0,0.0,0.0,0.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.3,0.3,0.1,0.0,34936.0,97.1,2.0,0.6,0.6,0.0,0.7,34936.0,1.3,0.9,0.2,0.0,0.3,98.7,95.7,1.6,0.1,0.5,0.0,0.0,0.7,0.0,0.7,(X),72650.0
722,KENTUCKY,Metropolitan County,Clark,Clark County,11,0.0,5.0,0,6,74,23,45,6,1.0,23083.0,47.6,52.4,5.5,5.1,5.8,10.8,14.6,10.2,10.5,12.1,5.6,4.9,7.7,4.6,2.4,(X),79.9,67.8,16.9,14.7,18454.0,46.9,53.1,3395.0,40.4,59.6,23083.0,98.4,1.6,98.4,73.5,23.2,0.3,0.1,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.8,1.6,0.7,0.7,0.1,0.0,23083.0,75.0,23.8,0.9,0.8,0.0,0.9,23083.0,3.8,3.2,0.0,0.0,0.6,96.2,70.7,23.1,0.3,0.7,0.0,0.0,1.5,0.1,1.4,(X),53561.0
723,KENTUCKY,Metropolitan County,Daviess,Daviess County,22,0.0,5.0,1,16,276,51,193,32,2.0,31045.0,49.5,50.5,8.4,7.9,7.6,7.4,6.2,12.1,11.8,13.4,6.3,4.8,7.2,4.8,2.0,(X),71.4,67.4,16.4,14.1,22178.0,49.1,50.9,4363.0,41.6,58.4,31045.0,99.2,0.8,99.2,96.6,0.4,0.3,0.2,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,1.3,0.8,0.2,0.3,0.0,0.0,31045.0,97.4,0.8,0.7,0.7,0.2,1.4,31045.0,4.0,2.6,0.2,0.0,1.2,96.0,94.1,0.4,0.3,0.5,0.0,0.0,0.7,0.0,0.7,(X),76778.0
724,KENTUCKY,Metropolitan County,Edmonson,Edmonson County,8,0.0,0.0,0,8,41,6,25,10,1.0,12086.0,50.4,49.6,5.4,5.6,6.5,7.9,6.4,11.1,12.9,14.3,6.7,7.0,9.4,4.7,2.0,(X),77.5,72.5,19.6,16.1,9368.0,49.7,50.3,1940.0,45.7,54.3,12086.0,99.7,0.3,99.7,97.0,2.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,12086.0,97.3,2.3,0.5,0.0,0.1,0.0,12086.0,0.3,0.3,0.0,0.0,0.0,99.7,96.7,2.3,0.3,0.0,0.1,0.0,0.2,0.0,0.2,(X),56545.0
725,KENTUCKY,Metropolitan County,Fayette,Fayette County,0,0.0,0.0,0,0,1,0,1,0,0.0,17472.0,48.8,51.2,5.6,5.7,7.5,6.9,5.1,10.1,11.9,15.6,7.4,6.2,10.4,5.9,1.6,(X),77.4,73.5,21.5,18.0,13524.0,47.8,52.2,3139.0,43.3,56.7,17472.0,98.1,1.9,98.1,86.6,11.2,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.7,0.7,0.0,0.1,17472.0,88.4,12.0,1.0,0.2,0.0,0.4,17472.0,1.1,0.6,0.3,0.0,0.2,98.9,85.8,11.2,0.1,0.2,0.0,0.0,1.6,0.2,1.4,(X),49235.0
726,KENTUCKY,Metropolitan County,Gallatin,Gallatin County,6,0.0,2.0,0,4,29,11,11,7,0.0,5773.0,49.1,50.9,6.1,5.9,5.6,5.9,5.4,10.7,12.1,13.8,7.7,6.7,11.0,6.8,2.2,(X),78.2,74.7,23.1,20.0,4516.0,48.3,51.7,1156.0,43.9,56.1,5773.0,98.9,1.1,98.9,97.5,0.7,0.4,0.3,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,1.0,0.1,0.0,0.0,5773.0,98.6,1.7,0.5,0.2,0.0,0.1,5773.0,0.3,0.2,0.1,0.0,0.0,99.7,97.3,0.7,0.4,0.2,0.0,0.0,1.1,0.0,1.1,(X),56852.0
727,KENTUCKY,Metropolitan County,Grant,Grant County,16,0.0,4.0,1,11,76,11,55,10,0.0,17657.0,49.8,50.2,5.8,6.3,7.6,7.4,5.7,11.7,14.1,15.6,5.6,6.0,8.2,4.6,1.3,(X),75.4,72.2,17.9,14.1,13305.0,49.3,50.7,2490.0,45.9,54.1,17657.0,98.8,1.2,98.8,95.5,2.8,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,0.2,1.0,0.0,0.0,17657.0,96.7,3.0,1.0,0.1,0.0,0.4,17657.0,1.9,1.9,0.1,0.0,0.0,98.1,94.0,2.8,0.1,0.1,0.0,0.1,1.0,0.0,1.0,(X),64306.0
728,KENTUCKY,Metropolitan County,Greenup,Greenup County,5,1.0,0.0,0,4,18,2,8,8,0.0,36962.0,48.1,51.9,5.9,5.5,7.3,6.4,5.0,11.3,13.4,15.1,7.9,5.8,9.2,5.4,1.7,(X),77.1,73.9,19.7,16.4,28503.0,47.3,52.7,6059.0,43.3,56.7,36962.0,98.7,1.3,98.7,97.4,0.6,0.1,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,1.3,0.3,0.5,0.1,0.0,36962.0,98.4,1.0,0.8,0.7,0.0,0.4,36962.0,0.9,0.1,0.5,0.0,0.3,99.1,97.0,0.6,0.1,0.5,0.0,0.0,1.0,0.0,1.0,(X),59151.0
729,KENTUCKY,Metropolitan County,Hardin,Hardin County,28,0.0,3.0,2,23,139,37,82,20,2.0,4402.0,52.2,47.8,6.6,7.5,5.4,3.0,4.6,14.2,10.8,10.4,8.9,6.9,12.2,6.7,2.8,(X),78.4,76.5,25.6,21.7,3451.0,51.7,48.3,955.0,46.5,53.5,4402.0,96.4,3.6,96.4,95.1,0.8,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,3.1,0.0,0.0,0.0,4402.0,98.7,3.9,0.0,0.5,0.0,0.5,4402.0,0.9,0.7,0.1,0.1,0.1,99.1,94.4,0.6,0.0,0.5,0.0,0.0,3.6,0.5,3.1,(X),51216.0
730,KENTUCKY,Metropolitan County,Henry,Henry County,2,0.0,1.0,0,1,10,2,5,3,1.0,17148.0,47.8,52.2,5.5,6.5,6.2,7.5,4.6,10.5,12.9,14.3,6.9,7.8,9.2,6.3,1.9,(X),77.6,73.9,21.5,17.4,13309.0,46.8,53.2,2980.0,42.3,57.7,17148.0,99.9,0.1,99.9,68.1,29.3,0.0,0.0,0.0,0.0,0.0,1.9,1.4,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.1,0.0,0.0,17148.0,68.2,29.3,0.1,1.9,0.0,0.7,17148.0,1.9,1.3,0.4,0.0,0.3,98.1,67.0,29.1,0.0,1.9,0.0,0.0,0.1,0.0,0.1,(X),55598.0
731,KENTUCKY,Metropolitan County,Jefferson,Jefferson County,2,0.0,0.0,0,2,0,0,0,0,0.0,656912.0,47.3,52.7,6.6,6.4,6.6,6.9,7.0,14.1,13.1,14.8,6.5,5.0,6.5,4.6,1.9,(X),76.3,72.1,15.6,13.0,501077.0,46.2,53.8,85495.0,39.1,60.9,656912.0,99.2,0.8,99.2,54.5,41.8,0.2,0.1,0.0,0.0,0.0,1.4,0.6,0.4,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.4,0.8,0.2,0.3,0.1,0.0,656912.0,55.2,42.0,0.5,1.6,0.1,1.4,656912.0,3.4,2.6,0.1,0.1,0.7,96.6,52.5,41.7,0.2,1.4,0.0,0.1,0.7,0.0,0.7,(X),64726.0
732,KENTUCKY,Metropolitan County,Jessamine,Jessamine County,10,0.0,0.0,0,10,107,26,71,10,0.0,47073.0,48.8,51.2,7.0,6.9,7.2,7.9,7.1,13.7,13.8,14.8,5.9,4.8,6.1,3.5,1.4,(X),74.0,69.9,13.6,10.9,34856.0,47.6,52.4,5133.0,45.7,54.3,47073.0,98.6,1.4,98.6,93.8,3.1,0.3,0.2,0.0,0.0,0.0,0.9,0.1,0.1,0.1,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,1.4,0.6,0.4,0.2,0.1,47073.0,95.2,3.9,0.8,1.1,0.0,0.5,47073.0,2.7,1.6,0.2,0.0,0.8,97.3,91.6,3.1,0.3,0.9,0.0,0.0,1.4,0.0,1.4,(X),75155.0
